id,user_id,orderId,date,amount,coins,payment_method,status,description
941,252,ORDER000941,52:10.2,699.06,35,zalopay,pending,Transaction for 35 coins via zalopay.
942,131,ORDER000942,52:10.2,860.98,56,zalopay,failed,Transaction for 56 coins via zalopay.
943,117,ORDER000943,52:10.2,966.76,31,code,failed,Transaction for 31 coins via code.
944,122,ORDER000944,52:10.2,392.25,33,zalopay,failed,Transaction for 33 coins via zalopay.
945,173,ORDER000945,52:10.2,812.46,91,code,completed,Transaction for 91 coins via code.
946,432,ORDER000946,52:10.2,666.15,30,code,failed,Transaction for 30 coins via code.
947,296,ORDER000947,52:10.2,119.08,94,zalopay,completed,Transaction for 94 coins via zalopay.
948,426,ORDER000948,52:10.2,859.21,90,code,pending,Transaction for 90 coins via code.
949,464,ORDER000949,52:10.2,680.69,15,momo,pending,Transaction for 15 coins via momo.
950,192,ORDER000950,52:10.2,715,61,zalopay,completed,Transaction for 61 coins via zalopay.
951,484,ORDER000951,52:10.2,978.64,24,momo,completed,Transaction for 24 coins via momo.
952,268,ORDER000952,52:10.2,290.39,38,code,completed,Transaction for 38 coins via code.
953,79,ORDER000953,52:10.2,329.88,14,momo,pending,Transaction for 14 coins via momo.
954,289,ORDER000954,52:10.2,556.94,1,code,pending,Transaction for 1 coins via code.
955,396,ORDER000955,52:10.2,595.7,27,momo,pending,Transaction for 27 coins via momo.
956,131,ORDER000956,52:10.2,739.16,73,momo,failed,Transaction for 73 coins via momo.
957,264,ORDER000957,52:10.2,67.55,51,code,pending,Transaction for 51 coins via code.
958,335,ORDER000958,52:10.2,91.6,31,zalopay,pending,Transaction for 31 coins via zalopay.
959,351,ORDER000959,52:10.2,661.28,52,momo,pending,Transaction for 52 coins via momo.
960,367,ORDER000960,52:10.2,737.63,27,code,completed,Transaction for 27 coins via code.
961,125,ORDER000961,52:10.2,697.26,52,momo,completed,Transaction for 52 coins via momo.
962,165,ORDER000962,52:10.2,298.33,93,momo,pending,Transaction for 93 coins via momo.
963,383,ORDER000963,52:10.2,752.9,63,momo,completed,Transaction for 63 coins via momo.
964,397,ORDER000964,52:10.2,185.48,46,zalopay,completed,Transaction for 46 coins via zalopay.
965,211,ORDER000965,52:10.2,36.26,80,code,pending,Transaction for 80 coins via code.
966,488,ORDER000966,52:10.2,669.05,40,zalopay,failed,Transaction for 40 coins via zalopay.
967,320,ORDER000967,52:10.2,371.97,74,zalopay,pending,Transaction for 74 coins via zalopay.
968,448,ORDER000968,52:10.2,273.55,29,momo,pending,Transaction for 29 coins via momo.
969,459,ORDER000969,52:10.2,481.64,15,code,pending,Transaction for 15 coins via code.
970,308,ORDER000970,52:10.2,422.76,10,momo,completed,Transaction for 10 coins via momo.
971,272,ORDER000971,52:10.2,812.13,52,momo,completed,Transaction for 52 coins via momo.
972,237,ORDER000972,52:10.2,207.75,89,code,completed,Transaction for 89 coins via code.
973,1,ORDER000973,52:10.2,601.91,98,momo,failed,Transaction for 98 coins via momo.
974,149,ORDER000974,52:10.2,455.76,24,momo,failed,Transaction for 24 coins via momo.
975,314,ORDER000975,52:10.2,658.43,80,code,pending,Transaction for 80 coins via code.
976,211,ORDER000976,52:10.2,659.86,87,code,failed,Transaction for 87 coins via code.
977,36,ORDER000977,52:10.2,400.21,4,momo,failed,Transaction for 4 coins via momo.
978,305,ORDER000978,52:10.2,318.81,23,zalopay,failed,Transaction for 23 coins via zalopay.
979,12,ORDER000979,52:10.2,147.42,14,zalopay,failed,Transaction for 14 coins via zalopay.
980,312,ORDER000980,52:10.2,37.22,36,momo,failed,Transaction for 36 coins via momo.
981,110,ORDER000981,52:10.2,727.93,78,zalopay,pending,Transaction for 78 coins via zalopay.
982,153,ORDER000982,52:10.2,193.71,82,code,pending,Transaction for 82 coins via code.
983,364,ORDER000983,52:10.2,262.95,26,momo,completed,Transaction for 26 coins via momo.
984,126,ORDER000984,52:10.2,176.51,97,code,pending,Transaction for 97 coins via code.
985,293,ORDER000985,52:10.2,996.5,14,code,completed,Transaction for 14 coins via code.
986,70,ORDER000986,52:10.2,268.6,22,code,completed,Transaction for 22 coins via code.
987,435,ORDER000987,52:10.2,513.82,47,code,failed,Transaction for 47 coins via code.
988,286,ORDER000988,52:10.2,536.28,92,momo,failed,Transaction for 92 coins via momo.
989,72,ORDER000989,52:10.2,930.47,70,code,pending,Transaction for 70 coins via code.
990,398,ORDER000990,52:10.2,586.92,50,code,failed,Transaction for 50 coins via code.
991,416,ORDER000991,52:10.2,945,95,code,pending,Transaction for 95 coins via code.
992,123,ORDER000992,52:10.2,246.47,77,zalopay,failed,Transaction for 77 coins via zalopay.
993,120,ORDER000993,52:10.2,635.48,82,code,pending,Transaction for 82 coins via code.
994,2,ORDER000994,52:10.2,303.68,43,zalopay,completed,Transaction for 43 coins via zalopay.
995,496,ORDER000995,52:10.2,668.68,76,zalopay,completed,Transaction for 76 coins via zalopay.
996,42,ORDER000996,52:10.2,161.19,67,zalopay,failed,Transaction for 67 coins via zalopay.
997,66,ORDER000997,52:10.2,86.9,55,momo,completed,Transaction for 55 coins via momo.
998,46,ORDER000998,52:10.2,719.21,25,zalopay,completed,Transaction for 25 coins via zalopay.
999,435,ORDER000999,52:10.2,949.95,93,zalopay,pending,Transaction for 93 coins via zalopay.
1000,286,ORDER001000,52:10.2,308.95,89,zalopay,failed,Transaction for 89 coins via zalopay.
